email_text,label
"DEAR LUCKY ONE, AMAZING DEAL: BUY ONE GET THREE FREE ON ALL DESIGNER WATCHES! USE CODE FREESHIP FOR FREE WORLDWIDE SHIPPING. SHOP NOW BEFORE STOCKS RUN OUT!",spam
"Dear Customer, Your PayPal account has been limited due to suspicious activity. Please log in through the secure link below to restore full access. Ignoring this notice will result in permanent account closure. Unsubscribe by clicking here. Click here now!!!",spam
"Dear Lucky One, URGENT BUSINESS PROPOSAL: I am Dr. James from Nigeria. I have $15.5 million that I need to transfer out of the country. I will give you 30% of the total if you help me. Reply for details. Reply with YES to confirm. Reply ASAP!",spam
"Hi, Hey! How are you doing? It's been a while since we caught up. Want to grab coffee this weekend? Let me know what works for you. Let me know your thoughts. Take care,",ham
"Hi there, Reminder: The office will be closed next Monday for the holiday. Please make sure all urgent tasks are completed by Friday. Enjoy the long weekend! Looking forward to hearing from you. Best,",ham
"Hey there, Hey, I noticed a bug in the payment processing module. When users enter an invalid card number, the error message doesn't display correctly. I've created a ticket for it. Can you take a look? Let me know your thoughts. See you soon,",ham
"Hello, Buy discount medications online! Up to 80% off on all prescriptions. No prescription needed. Fast discreet shipping worldwide. Order now and get free bonus pills! This offer won't last long. This is not a joke!",spam
"Good morning, Happy birthday! Hope you have an amazing day filled with joy and happiness. Wishing you all the best for the year ahead. Let's celebrate this weekend! Best,",ham
"Dear Valued Member, Amazing anti-aging cream turns back the clock 20 years! Dermatologists hate this one simple trick. Order now and get 50% off plus free shipping! No credit card required. Act immediately!",spam
"To Whom It May Concern, You are the lucky winner of our weekly sweepstakes!!! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. Don't wait!!!",spam
Attention! Last chance! Your exclusive membership discount expires in 1 hour. Save 95% on premium software licenses today only. This deal will NOT be repeated. Act now or regret forever!,spam
Last chance! Your exclusive membership discount expires in 1 hour. Save 95% on premium software licenses today only. This deal will NOT be repeated. Act now or regret forever! Call our toll-free number now. Don't wait!,spam
"Hello, Thanks for your help with the client presentation yesterday. The client was really impressed with the demo. They've scheduled a follow-up meeting for next Tuesday. Thanks,",ham
"Hello, Hi Mom, I'm doing well. Work has been busy but good. I'm planning to visit next month for the holidays. Can't wait to see everyone! Best regards,",ham
"Dear team, Hey, do you have the notes from yesterday's lecture? I had to leave early for a doctor's appointment. I'd really appreciate it if you could share them. Let's discuss this further. Thanks,",ham
"Dear Valued Member, You've been pre-approved for a $50,000 credit line!!! No credit check required. Apply now by clicking the link below. Limited spots available, first come first served!!! Wire transfer only. Act immediately!!!",spam
"Hey, Thank you for your order! Your package has been shipped and is expected to arrive by Thursday. You can track your delivery using the link in your account. If you have any questions, please contact our support team. Feel free to call me. Take care,",ham
"Hi, I've completed the code review for the API endpoints. Overall it looks great, just a few minor suggestions in the comments. Nice work on the error handling! Hope this helps. Take care,",ham
"Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Feel free to call me. Regards,",ham
"Attention! Make $5,000 per day working from home! No experience needed. Our proven system guarantees results in just 7 days. Join thousands of successful members today! Don't wait!",spam
"Hello everyone, Good afternoon. The server migration is scheduled for this Saturday at 2 AM. Expected downtime is approximately 4 hours. I'll send out notifications to all affected users. See you soon,",ham
"TO WHOM IT MAY CONCERN, YOUR EMAIL ACCOUNT WILL BE DELETED IN 24 HOURS UNLESS YOU VERIFY. CLICK THE VERIFICATION LINK BELOW TO CONFIRM YOUR IDENTITY. THIS IS AN AUTOMATED MESSAGE FROM THE IT SECURITY TEAM. BUY NOW PAY LATER. CLICK HERE NOW!",spam
"Dear Lucky One, Get bigger muscles in just 7 days with our new supplement! Used by professional athletes worldwide. Buy 2 bottles get 1 FREE. No side effects guaranteed! Guaranteed results. Limited time only!",spam
"Hello, Good afternoon. The server migration is scheduled for this Saturday at 2 AM. Expected downtime is approximately 4 hours. I'll send out notifications to all affected users. I appreciate your help. See you soon,",ham
"Hey, I noticed a bug in the payment processing module. When users enter an invalid card number, the error message doesn't display correctly. I've created a ticket for it. Can you take a look? Let's discuss this further. See you soon,",ham
"Good morning, Good morning, I just wanted to thank you for helping me move last weekend. I really couldn't have done it without your help. Let me buy you lunch to say thanks. Let me know your thoughts. See you soon,",ham
"Hello, WARNING: Unusual sign-in activity detected on your Microsoft account. Someone tried to access your account from Russia. Click here to change your password and enable two-factor authentication. Buy now pay later. Click here now!!!",spam
"Hi, Hey, I saw the photos from your vacation. Looks like you had an amazing time! Where exactly did you stay? I'd love to plan a similar trip. We should catch up soon and you can tell me all about it. See you soon,",ham
"Hello everyone, Good news! The community garden project has been approved by the city council. We'll be starting the planting season next month. Volunteers can sign up at the community center. Best regards,",ham
"Dear Valued Member, You are the lucky winner of our weekly sweepstakes! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. As seen on TV.",spam
"DEAR USER, BUY DISCOUNT MEDICATIONS ONLINE! UP TO 80% OFF ON ALL PRESCRIPTIONS. NO PRESCRIPTION NEEDED. FAST DISCREET SHIPPING WORLDWIDE. ORDER NOW AND GET FREE BONUS PILLS! 100% GUARANTEED!",spam
"Hey, Hey, did you see the game last night? What an incredible comeback! That last-minute goal was unbelievable. We should watch the next match together at the sports bar. See you soon,",ham
"Dear Customer, AMAZING DEAL: Buy one get three FREE on all designer watches! Use code FREESHIP for free worldwide shipping. Shop now before stocks run out! Hurry!",spam
"Hello, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. Have a great day. Take care,",ham
"Hello, Hi, I've completed the code review for the API endpoints. Overall it looks great, just a few minor suggestions in the comments. Nice work on the error handling!",ham
"Hey, Reminder: The office will be closed next Monday for the holiday. Please make sure all urgent tasks are completed by Friday. Enjoy the long weekend! Talk soon,",ham
"Hello everyone, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Hope this helps. Regards,",ham
"Hey, Hi all, we're organizing a team building event next Thursday. It'll be an escape room challenge followed by dinner. Please RSVP by Wednesday so I can finalize the reservation. Looking forward to hearing from you. Talk soon,",ham
"Hey, I've pushed the latest changes to the feature branch. Could you please review the pull request when you get a chance? The main updates are in the authentication module. Looking forward to hearing from you. Best regards,",ham
"Good morning, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Thanks for your time. Thanks,",ham
"DEAR CUSTOMER, MAKE $5,000 PER DAY WORKING FROM HOME! NO EXPERIENCE NEEDED. OUR PROVEN SYSTEM GUARANTEES RESULTS IN JUST 7 DAYS. JOIN THOUSANDS OF SUCCESSFUL MEMBERS TODAY! 100% GUARANTEED!",spam
"Hi, Happy birthday! Hope you have an amazing day filled with joy and happiness. Wishing you all the best for the year ahead. Let's celebrate this weekend!",ham
"Hello, Hi, I'm writing to confirm our dinner reservation for Friday at 7 PM. The restaurant is at 123 Main Street. They said they can accommodate dietary restrictions, just let them know in advance. See you soon,",ham
"DEAR FRIEND, BITCOIN ALERT: INVEST $250 TODAY AND EARN $10,000 BY NEXT WEEK! OUR AI-POWERED TRADING BOT DOES ALL THE WORK FOR YOU. DON'T MISS THIS ONCE-IN-A-LIFETIME OPPORTUNITY! GUARANTEED RESULTS. !***!",spam
"Good morning, Hey, thanks for the recipe you sent last week. I tried making it and it turned out great! The kids absolutely loved it. Do you have any other easy dinner ideas? Have a great day. Talk soon,",ham
"DEAR LUCKY ONE, FREE TRIAL OF OUR PREMIUM WEIGHT LOSS SUPPLEMENT! LOSE 30 POUNDS IN 30 DAYS GUARANTEED OR YOUR MONEY BACK. ORDER NOW AND PAY ONLY SHIPPING AND HANDLING. RISK-FREE TRIAL. REPLY ASAP!",spam
"Hello everyone, Good afternoon. The server migration is scheduled for this Saturday at 2 AM. Expected downtime is approximately 4 hours. I'll send out notifications to all affected users. Feel free to call me. See you soon,",ham
"Dear Winner, Amazing anti-aging cream turns back the clock 20 years! Dermatologists hate this one simple trick. Order now and get 50% off plus free shipping! As seen on TV. Act immediately!",spam
"Hey, Hey, do you have the notes from yesterday's lecture? I had to leave early for a doctor's appointment. I'd really appreciate it if you could share them. I appreciate your help. Regards,",ham
GREETINGS! BUY DISCOUNT MEDICATIONS ONLINE! UP TO 80% OFF ON ALL PRESCRIPTIONS. NO PRESCRIPTION NEEDED. FAST DISCREET SHIPPING WORLDWIDE. ORDER NOW AND GET FREE BONUS PILLS! REPLY ASAP! !$!?,spam
"Dear User, Congratulations!!! You have been selected as the winner of our international lottery. Click the link below to claim your prize of $1,000,000. This offer expires in 24 hours so act fast!!! Wire transfer only.",spam
"Dear User, Last chance! Your exclusive membership discount expires in 1 hour. Save 95% on premium software licenses today only. This deal will NOT be repeated. Act now or regret forever! Reply with YES to confirm. Limited time only!",spam
"Hey there, Hi, the landlord sent an email about the building maintenance schedule. They'll be fixing the elevator on Tuesday and the water will be off for 2 hours on Wednesday. Just wanted to give you a heads up. Best regards,",ham
"DEAR VALUED MEMBER, ATTENTION: YOU HAVE AN UNCLAIMED TAX REFUND OF $3,247.00! FILE YOUR CLAIM ONLINE WITHIN 48 HOURS OR THE REFUND WILL BE FORFEITED. CLICK HERE TO SUBMIT YOUR BANKING DETAILS FOR DIRECT DEPOSIT. UNSUBSCRIBE BY CLICKING HERE. 100% GUARANTEED!",spam
"Hey there, Hey, do you have the notes from yesterday's lecture? I had to leave early for a doctor's appointment. I'd really appreciate it if you could share them. See you soon,",ham
"Good morning, Good news! The community garden project has been approved by the city council. We'll be starting the planting season next month. Volunteers can sign up at the community center. Regards,",ham
"Good morning, Hi, I wanted to share this interesting article about sustainable energy. It discusses how solar panel efficiency has improved by 40% in the last decade. Thought you might find it relevant for your research. Hope this helps. Talk soon,",ham
"Hello, Hi Mom, I'm doing well. Work has been busy but good. I'm planning to visit next month for the holidays. Can't wait to see everyone! Don't hesitate to reach out. Cheers,",ham
"Good morning, Your monthly subscription has been renewed successfully. The charge of $9.99 has been applied to your credit card. You can manage your subscription settings in your account. Looking forward to hearing from you.",ham
Attention! Buy discount medications online! Up to 80% off on all prescriptions. No prescription needed. Fast discreet shipping worldwide. Order now and get free bonus pills! Buy now pay later. Hurry!,spam
"To Whom It May Concern, Your PayPal account has been limited due to suspicious activity. Please log in through the secure link below to restore full access. Ignoring this notice will result in permanent account closure. As seen on TV. Don't wait!",spam
"You are the lucky winner of our weekly sweepstakes! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. Guaranteed results. Don't wait!",spam
"Hello everyone, Hi, I've completed the code review for the API endpoints. Overall it looks great, just a few minor suggestions in the comments. Nice work on the error handling! Regards,",ham
"Hello, Hi, I'm dropping off the kids at school tomorrow morning. Can you pick them up at 3 PM? I have a dentist appointment that I can't reschedule. Best,",ham
"Hello, Dear Professor, I wanted to confirm my attendance for the research seminar next week. I've prepared a brief summary of my findings so far. Would it be possible to schedule a 15-minute slot for my presentation? Regards,",ham
"Hi, Good morning, I just wanted to thank you for helping me move last weekend. I really couldn't have done it without your help. Let me buy you lunch to say thanks. Best regards,",ham
"Dear Customer, You are the lucky winner of our weekly sweepstakes! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. 100% guaranteed! *$*$",spam
"Hello, Dear customer, your Amazon order #38291 has been placed successfully. If you did not make this purchase of $899.99, click here to cancel immediately. Your account security is our top priority. Act immediately!",spam
"Dear team, Good news! The community garden project has been approved by the city council. We'll be starting the planting season next month. Volunteers can sign up at the community center. Don't hesitate to reach out. Regards,",ham
"Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Let's discuss this further. Thanks,",ham
"Hey, Hey, thanks for the recipe you sent last week. I tried making it and it turned out great! The kids absolutely loved it. Do you have any other easy dinner ideas? Let me know your thoughts. Cheers,",ham
Get a FREE laptop today!!! No purchase necessary. Simply click the link and enter your email to qualify. This exclusive offer is available for a limited time only. Don't wait!!!,spam
"Good morning, Hi, the landlord sent an email about the building maintenance schedule. They'll be fixing the elevator on Tuesday and the water will be off for 2 hours on Wednesday. Just wanted to give you a heads up. I appreciate your help. Cheers,",ham
"Dear User, AMAZING DEAL: Buy one get three FREE on all designer watches!!! Use code FREESHIP for free worldwide shipping. Shop now before stocks run out!!! Unsubscribe by clicking here. Don't wait!!!",spam
"Good morning, Your monthly subscription has been renewed successfully. The charge of $9.99 has been applied to your credit card. You can manage your subscription settings in your account. See you soon,",ham
"Dear team, Hey, I found that old photo album we were looking for. There are some really great pictures from our college days in there. I'll bring it over when I visit next time. I appreciate your help. Cheers,",ham
"Hey there, Thank you for your order! Your package has been shipped and is expected to arrive by Thursday. You can track your delivery using the link in your account. If you have any questions, please contact our support team. Thanks for your time. Best regards,",ham
Your PayPal account has been limited due to suspicious activity. Please log in through the secure link below to restore full access. Ignoring this notice will result in permanent account closure. Guaranteed results.,spam
"Dear Valued Member, URGENT: Your email has been randomly selected for a cash prize of $500,000. To claim your winnings, reply with your full name, address, and bank details immediately. Do not share this email with anyone. As seen on TV. 100% guaranteed!",spam
"Attention! Dear Winner, we are pleased to inform you that your email won $750,000 in our annual draw. Send us your personal details to process the payment. This is a one-time opportunity, don't let it slip away! Send your bank details.",spam
"Dear team, Hey! How are you doing? It's been a while since we caught up. Want to grab coffee this weekend? Let me know what works for you. Looking forward to hearing from you. Best regards,",ham
"Dear team, Hi all, we're organizing a team building event next Thursday. It'll be an escape room challenge followed by dinner. Please RSVP by Wednesday so I can finalize the reservation. Take care,",ham
"Good morning, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Don't hesitate to reach out.",ham
Attention! Your email account will be DELETED in 24 hours unless you verify. Click the verification link below to confirm your identity. This is an automated message from the IT security team. Reply with YES to confirm. Click here now! !?*$,spam
"Greetings! Make $5,000 per day working from home! No experience needed. Our proven system guarantees results in just 7 days. Join thousands of successful members today! Unsubscribe by clicking here. Limited time only! $!",spam
"Hi, Hey, I saw the photos from your vacation. Looks like you had an amazing time! Where exactly did you stay? I'd love to plan a similar trip. We should catch up soon and you can tell me all about it. Talk soon,",ham
"Hello, Get a FREE laptop today! No purchase necessary. Simply click the link and enter your email to qualify. This exclusive offer is available for a limited time only. Buy now pay later. Hurry!",spam
"Hi there, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Have a great day. See you soon,",ham
"Dear team, Dear Professor, I wanted to confirm my attendance for the research seminar next week. I've prepared a brief summary of my findings so far. Would it be possible to schedule a 15-minute slot for my presentation? Take care,",ham
"Hello, Hi, the landlord sent an email about the building maintenance schedule. They'll be fixing the elevator on Tuesday and the water will be off for 2 hours on Wednesday. Just wanted to give you a heads up. Let's discuss this further. Take care,",ham
"Dear team, Hey, do you have the notes from yesterday's lecture? I had to leave early for a doctor's appointment. I'd really appreciate it if you could share them. Let me know your thoughts. See you soon,",ham
"Attention! Dear customer, your Amazon order #38291 has been placed successfully. If you did not make this purchase of $899.99, click here to cancel immediately. Your account security is our top priority. Reply ASAP!",spam
Greetings!!! Get a FREE laptop today!!! No purchase necessary. Simply click the link and enter your email to qualify. This exclusive offer is available for a limited time only. No credit card required.,spam
"DEAR VALUED MEMBER, WARNING: UNUSUAL SIGN-IN ACTIVITY DETECTED ON YOUR MICROSOFT ACCOUNT. SOMEONE TRIED TO ACCESS YOUR ACCOUNT FROM RUSSIA. CLICK HERE TO CHANGE YOUR PASSWORD AND ENABLE TWO-FACTOR AUTHENTICATION. REPLY WITH YES TO CONFIRM.",spam
"Hello, CRITICAL: Your social security number has been compromised! Call our toll-free number immediately to freeze your credit. Failure to act now could result in identity theft! This is not a joke!",spam
"Dear Winner, Secret investment strategy revealed! Wall Street insiders don't want you to know this. Turn $100 into $50,000 in just 30 days. Click here to learn the method that's making ordinary people rich! Buy now pay later. Limited time only!",spam
"DEAR USER, CONGRATULATIONS! YOU HAVE BEEN SELECTED AS THE WINNER OF OUR INTERNATIONAL LOTTERY. CLICK THE LINK BELOW TO CLAIM YOUR PRIZE OF $1,000,000. THIS OFFER EXPIRES IN 24 HOURS SO ACT FAST! THIS OFFER WON'T LAST LONG. DON'T WAIT!",spam
"Good afternoon. The server migration is scheduled for this Saturday at 2 AM. Expected downtime is approximately 4 hours. I'll send out notifications to all affected users. Thanks,",ham
"Attention! BREAKTHROUGH: Scientists discover miracle cure for baldness! Regrow a full head of hair in just 2 weeks. Order your FREE trial bottle today, just pay shipping! Reply ASAP!",spam
Good morning everyone. The quarterly report is ready for review. I've attached the PDF to this email. Please share your feedback by Friday end of day.,ham
"Hey there, Hey, thanks for the recipe you sent last week. I tried making it and it turned out great! The kids absolutely loved it. Do you have any other easy dinner ideas? I appreciate your help. Take care,",ham
"Dear Friend, Exclusive offer just for you! Get 90% off on all luxury handbags. This flash sale ends tonight at midnight. Click here to browse our collection and save big! Send your bank details. This is not a joke!",spam
"Dear Winner, BREAKTHROUGH: Scientists discover miracle cure for baldness! Regrow a full head of hair in just 2 weeks. Order your FREE trial bottle today, just pay shipping!",spam
"Dear Winner, we are pleased to inform you that your email won $750,000 in our annual draw. Send us your personal details to process the payment. This is a one-time opportunity, don't let it slip away!!! As seen on TV. Act immediately!!!",spam
"Dear User, You are the lucky winner of our weekly sweepstakes! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. You have been specially selected. Click here now!",spam
"Dear Customer, Dear customer, your Amazon order #38291 has been placed successfully. If you did not make this purchase of $899.99, click here to cancel immediately. Your account security is our top priority. As seen on TV. Limited time only!",spam
"Dear team, Dear member, our gym will be undergoing renovations starting next month. The pool area will be closed for two weeks but all other facilities remain open. We apologize for any inconvenience. Thanks,",ham
"To Whom It May Concern, ATTENTION: You have an unclaimed tax refund of $3,247.00! File your claim online within 48 hours or the refund will be forfeited. Click here to submit your banking details for direct deposit. This is not a joke!",spam
"Dear Friend, CRITICAL: Your social security number has been compromised! Call our toll-free number immediately to freeze your credit. Failure to act now could result in identity theft! Act immediately!",spam
"Hi, Hi, the landlord sent an email about the building maintenance schedule. They'll be fixing the elevator on Tuesday and the water will be off for 2 hours on Wednesday. Just wanted to give you a heads up. I appreciate your help. Thanks,",ham
"Hi, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. Best regards,",ham
"Dear team, Hi, I'm dropping off the kids at school tomorrow morning. Can you pick them up at 3 PM? I have a dentist appointment that I can't reschedule. Don't hesitate to reach out. Regards,",ham
IMPORTANT: Your Netflix subscription payment failed. Update your billing information now to avoid service interruption. Click here to update your payment method securely. Reply with YES to confirm. Reply ASAP!,spam
"DEAR CUSTOMER, FINAL WARNING: YOUR COMPUTER HAS BEEN INFECTED WITH 47 VIRUSES! DOWNLOAD OUR SECURITY SOFTWARE IMMEDIATELY TO PROTECT YOUR DATA. CLICK HERE FOR A FREE EMERGENCY SCAN RIGHT NOW! LIMITED TIME ONLY!",spam
"Dear User, Dear customer, your Amazon order #38291 has been placed successfully. If you did not make this purchase of $899.99, click here to cancel immediately. Your account security is our top priority. This is not a joke!",spam
"Dear Valued Member, AMAZING DEAL: Buy one get three FREE on all designer watches! Use code FREESHIP for free worldwide shipping. Shop now before stocks run out!",spam
"To Whom It May Concern, IMPORTANT: Your Netflix subscription payment failed. Update your billing information now to avoid service interruption. Click here to update your payment method securely. Send your bank details. This is not a joke!",spam
"Dear Professor, I wanted to confirm my attendance for the research seminar next week. I've prepared a brief summary of my findings so far. Would it be possible to schedule a 15-minute slot for my presentation? Hope this helps. Best regards,",ham
"DEAR USER, YOU ARE THE LUCKY WINNER OF OUR WEEKLY SWEEPSTAKES! A SUM OF $250,000 HAS BEEN ALLOCATED TO YOUR NAME. CLICK HERE TO VERIFY YOUR IDENTITY AND RECEIVE YOUR FUNDS WITHIN 48 HOURS. $$!!!",spam
Your email account will be DELETED in 24 hours unless you verify. Click the verification link below to confirm your identity. This is an automated message from the IT security team. Don't wait!,spam
"Hey there, Thank you for your order! Your package has been shipped and is expected to arrive by Thursday. You can track your delivery using the link in your account. If you have any questions, please contact our support team. See you at the meeting. Best,",ham
"Hey! How are you doing? It's been a while since we caught up. Want to grab coffee this weekend? Let me know what works for you. Let me know your thoughts. Take care,",ham
"Dear Lucky One, BITCOIN ALERT: Invest $250 today and earn $10,000 by next week! Our AI-powered trading bot does all the work for you. Don't miss this once-in-a-lifetime opportunity! This is not a joke!",spam
"Dear User, You are the lucky winner of our weekly sweepstakes! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. Doctor recommended. This is not a joke!",spam
"Hello everyone, Hi, I wanted to follow up on our discussion about the new project timeline. I've updated the Gantt chart with the revised milestones. Let me know if the dates work for your team. Feel free to call me. Best regards,",ham
"Greetings! BITCOIN ALERT: Invest $250 today and earn $10,000 by next week! Our AI-powered trading bot does all the work for you. Don't miss this once-in-a-lifetime opportunity! Send your bank details. Reply ASAP!",spam
"Hey there, Hey, I saw the photos from your vacation. Looks like you had an amazing time! Where exactly did you stay? I'd love to plan a similar trip. We should catch up soon and you can tell me all about it. Looking forward to hearing from you. Best regards,",ham
"Hello everyone, Hi Mom, I'm doing well. Work has been busy but good. I'm planning to visit next month for the holidays. Can't wait to see everyone! Have a great day. Best,",ham
ATTENTION!!! YOUR EMAIL ACCOUNT WILL BE DELETED IN 24 HOURS UNLESS YOU VERIFY. CLICK THE VERIFICATION LINK BELOW TO CONFIRM YOUR IDENTITY. THIS IS AN AUTOMATED MESSAGE FROM THE IT SECURITY TEAM. 100% GUARANTEED!!!,spam
"Hello, Dear member, our gym will be undergoing renovations starting next month. The pool area will be closed for two weeks but all other facilities remain open. We apologize for any inconvenience. Thanks for your time. Cheers,",ham
"Hello everyone, Thanks for your help with the client presentation yesterday. The client was really impressed with the demo. They've scheduled a follow-up meeting for next Tuesday. Thanks for your time.",ham
"Dear Lucky One, Make $5,000 per day working from home! No experience needed. Our proven system guarantees results in just 7 days. Join thousands of successful members today! Click here now!",spam
FREE TRIAL OF OUR PREMIUM WEIGHT LOSS SUPPLEMENT! LOSE 30 POUNDS IN 30 DAYS GUARANTEED OR YOUR MONEY BACK. ORDER NOW AND PAY ONLY SHIPPING AND HANDLING. UNSUBSCRIBE BY CLICKING HERE. ACT IMMEDIATELY!,spam
"Good morning, Dear students, the midterm exam will cover chapters 1 through 7. I've uploaded a practice test on the course portal. Review sessions will be held next Tuesday and Thursday. Regards,",ham
"Hi, Hey, just finished reading that book you recommended. It was fantastic! The plot twist at the end completely caught me off guard. Any other recommendations? Take care,",ham
"Hey, Hi, I'm writing to confirm our dinner reservation for Friday at 7 PM. The restaurant is at 123 Main Street. They said they can accommodate dietary restrictions, just let them know in advance. Regards,",ham
"Dear Valued Member, Get bigger muscles in just 7 days with our new supplement! Used by professional athletes worldwide. Buy 2 bottles get 1 FREE. No side effects guaranteed! Hurry!",spam
"To Whom It May Concern, WARNING: Unusual sign-in activity detected on your Microsoft account. Someone tried to access your account from Russia. Click here to change your password and enable two-factor authentication. Call our toll-free number now. 100% guaranteed!!!",spam
ATTENTION! WARNING: UNUSUAL SIGN-IN ACTIVITY DETECTED ON YOUR MICROSOFT ACCOUNT. SOMEONE TRIED TO ACCESS YOUR ACCOUNT FROM RUSSIA. CLICK HERE TO CHANGE YOUR PASSWORD AND ENABLE TWO-FACTOR AUTHENTICATION. THIS IS NOT SPAM. HURRY!,spam
"Dear Friend, ATTENTION: You have an unclaimed tax refund of $3,247.00!!! File your claim online within 48 hours or the refund will be forfeited. Click here to submit your banking details for direct deposit. Doctor recommended. Don't wait!!! *!$*?",spam
"HELLO, AMAZING DEAL: BUY ONE GET THREE FREE ON ALL DESIGNER WATCHES! USE CODE FREESHIP FOR FREE WORLDWIDE SHIPPING. SHOP NOW BEFORE STOCKS RUN OUT! 100% GUARANTEED!",spam
"Dear Lucky One, FINAL WARNING: Your computer has been infected with 47 viruses! Download our security software immediately to protect your data. Click here for a FREE emergency scan right now! Forward this to 10 friends. Hurry!",spam
"Dear Valued Member, Dear customer, your Amazon order #38291 has been placed successfully. If you did not make this purchase of $899.99, click here to cancel immediately. Your account security is our top priority. 100% guaranteed!",spam
Attention!!! URGENT BUSINESS PROPOSAL: I am Dr. James from Nigeria. I have $15.5 million that I need to transfer out of the country. I will give you 30% of the total if you help me. Reply for details. Buy now pay later. Hurry!!!,spam
"Hey there, Good morning everyone. The quarterly report is ready for review. I've attached the PDF to this email. Please share your feedback by Friday end of day. Thanks for your time. Best regards,",ham
"Hello everyone, Dear member, our gym will be undergoing renovations starting next month. The pool area will be closed for two weeks but all other facilities remain open. We apologize for any inconvenience. Cheers,",ham
"Hey, Hey, I noticed a bug in the payment processing module. When users enter an invalid card number, the error message doesn't display correctly. I've created a ticket for it. Can you take a look? See you at the meeting. Take care,",ham
"Dear Valued Member, Earn passive income of $3,000 weekly with our automated forex system. No trading experience required. Start with just $50. Join over 100,000 successful traders worldwide! Wire transfer only. Reply ASAP!",spam
"Hey, Hi, I wanted to share this interesting article about sustainable energy. It discusses how solar panel efficiency has improved by 40% in the last decade. Thought you might find it relevant for your research. Thanks,",ham
"Hello, IMPORTANT: Your Netflix subscription payment failed. Update your billing information now to avoid service interruption. Click here to update your payment method securely.",spam
"TO WHOM IT MAY CONCERN, BUY DISCOUNT MEDICATIONS ONLINE! UP TO 80% OFF ON ALL PRESCRIPTIONS. NO PRESCRIPTION NEEDED. FAST DISCREET SHIPPING WORLDWIDE. ORDER NOW AND GET FREE BONUS PILLS! FORWARD THIS TO 10 FRIENDS. ACT IMMEDIATELY!",spam
"Hi, Hi all, we're organizing a team building event next Thursday. It'll be an escape room challenge followed by dinner. Please RSVP by Wednesday so I can finalize the reservation. Have a great day. Thanks,",ham
"Dear Customer, WARNING: Unusual sign-in activity detected on your Microsoft account. Someone tried to access your account from Russia. Click here to change your password and enable two-factor authentication. Forward this to 10 friends. This is not a joke! $**!",spam
"Hey, Hey, I've pushed the latest changes to the feature branch. Could you please review the pull request when you get a chance? The main updates are in the authentication module. I appreciate your help. Talk soon,",ham
"Dear team, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long.",ham
"Hey, I've pushed the latest changes to the feature branch. Could you please review the pull request when you get a chance? The main updates are in the authentication module. See you at the meeting. Cheers,",ham
"Hi there, Good afternoon. The server migration is scheduled for this Saturday at 2 AM. Expected downtime is approximately 4 hours. I'll send out notifications to all affected users. See you soon,",ham
"Dear Customer, You are the lucky winner of our weekly sweepstakes!!! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. This offer won't last long. Limited time only!!!",spam
"Hey, Hey, do you have the notes from yesterday's lecture? I had to leave early for a doctor's appointment. I'd really appreciate it if you could share them. See you at the meeting.",ham
"DEAR VALUED MEMBER, LAST CHANCE! YOUR EXCLUSIVE MEMBERSHIP DISCOUNT EXPIRES IN 1 HOUR. SAVE 95% ON PREMIUM SOFTWARE LICENSES TODAY ONLY. THIS DEAL WILL NOT BE REPEATED. ACT NOW OR REGRET FOREVER! REPLY ASAP!",spam
"Hello, ATTENTION: You have an unclaimed tax refund of $3,247.00! File your claim online within 48 hours or the refund will be forfeited. Click here to submit your banking details for direct deposit. Act immediately!",spam
"Hello everyone, Hey, I've pushed the latest changes to the feature branch. Could you please review the pull request when you get a chance? The main updates are in the authentication module. See you soon,",ham
GREETINGS! FREE TRIAL OF OUR PREMIUM WEIGHT LOSS SUPPLEMENT! LOSE 30 POUNDS IN 30 DAYS GUARANTEED OR YOUR MONEY BACK. ORDER NOW AND PAY ONLY SHIPPING AND HANDLING.,spam
"Hey, Thank you for your order! Your package has been shipped and is expected to arrive by Thursday. You can track your delivery using the link in your account. If you have any questions, please contact our support team. Feel free to call me. Best,",ham
